,PC1,PC2
s_segment_19_4788,-37.79977745129845,17.325837108571147
s_segment_19_4835,-35.70395945628528,-23.80095301758089
s_segment_19_4867,-24.586849740604464,-15.639419019846152
s_segment_19_489,-44.815925278085466,13.298507010774465
s_segment_19_4896,-12.508218063874006,-13.097987211839332
s_segment_19_4897,-41.13683227188158,-13.09381350516479
s_segment_19_4969,-27.469803834292637,30.840601398745545
s_segment_19_539,-40.42615235356561,6.26341864524923
s_segment_19_568,-37.5706371253549,-14.309829283058336
s_segment_19_575,-39.90051917645579,-6.279095182445909
s_segment_19_591,-27.948417764714282,-22.750797722357678
s_segment_19_594,-31.642585785353333,-29.268380172956256
s_segment_19_607,-44.174514667801645,4.900760007900562
s_segment_19_613,-49.77314640714616,7.200911169659818
s_segment_19_616,-40.237240207027774,8.183422404717584
s_segment_19_625,-33.738870129707536,-1.3853751575828102
s_segment_19_626,-41.867966730188435,7.3862942580588316
s_segment_19_668,-33.63394081982123,-6.585278983897253
s_segment_19_758,-35.20691980906398,-22.43211757021624
s_segment_19_800,-10.544539944325916,-35.34685368689238
s_segment_19_83,-47.79245992203333,10.012025009974888
s_segment_19_834,-26.39165039705499,6.374700551596584
s_segment_19_856,-33.64471724657642,7.873123542645117
s_segment_19_865,-39.852905251901504,-16.47332055722111
s_segment_19_893,-33.755703366269735,3.657871331196711
s_segment_19_937,-39.4815966668409,29.169744143485815
s_segment_19_940,-44.36118420020777,8.782581347490346
s_segment_19_963,-29.546236761531173,16.282483399942432
s_segment_19_983,-33.30881359097973,-14.63206559553544
s_segment_20_1056,-29.662061215521096,-16.017952354967733
s_segment_20_1088,-26.98864633303893,7.342034884167149
s_segment_20_1140,-38.040863197809166,9.865231424044138
s_segment_20_1146,-19.238764719806465,-21.12176739843321
s_segment_20_1153,-35.92438584184308,-13.006626176952617
s_segment_20_1161,-46.034968027719025,12.317944033219499
s_segment_20_1180,-44.85218429683044,-1.9925216718150036
s_segment_20_1199,-25.32023581971983,-24.470419412070413
s_segment_20_1220,-17.416707881949666,3.6979520760757914
s_segment_20_1236,-42.304847874108184,16.548439655537734
s_segment_20_1242,-44.14884985806635,9.857681234170048
s_segment_20_1295,-39.529415876238446,-18.50779746430121
s_segment_20_1319,-22.171585087642505,-31.599298542910944
s_segment_20_1336,-28.312669085216715,-30.922680511970974
s_segment_20_1337,-39.746893138206175,-6.38871470176958
s_segment_20_1339,-32.09491082107617,-6.993618195077777
s_segment_20_1341,-33.224868540041854,-9.906364555200474
s_segment_20_1380,-27.65579218615796,-25.011692359706025
s_segment_20_1383,-43.32594447627292,3.2083193610719993
s_segment_20_1406,-36.7260427091311,2.96835754063235
s_segment_20_1426,-32.171855503012345,48.338749143337104
s_segment_20_1439,-37.259773103325514,-16.51770247368324
s_segment_20_1476,-35.74070900704654,-13.864827055752894
s_segment_20_1481,-42.36876627917384,13.200850706587053
s_segment_20_1494,-28.1183275567048,-21.37972289682977
s_segment_20_1496,-30.584595666233103,3.2859734668911678
s_segment_20_1498,-35.28799786579779,27.8351362855598
s_segment_20_1510,-20.12249034884472,-3.6151602005446244
s_segment_20_1537,-31.369209921335617,-1.1706600987834663
s_segment_20_1542,-41.17158701946394,5.360916311842597
s_segment_20_1578,-40.776344878499074,0.6957927454881621
s_segment_20_1583,-35.34023959076529,-21.175879650857656
s_segment_20_1621,-15.234056607293345,-22.802227798136183
s_segment_20_1646,-35.918426848141124,20.44597874504264
s_segment_20_1684,-37.22209056374979,14.859105904504633
s_segment_20_1709,-27.51714057552287,5.502181938970375
s_segment_20_1711,-37.1724874136179,-14.443410951646822
s_segment_20_177,-29.566280151021182,-25.427366289125608
s_segment_20_1791,-29.025295194599824,-26.491437071946446
s_segment_20_1830,-42.563795060490776,33.722728540181826
s_segment_20_1858,-19.202760166502696,-33.08907085386323
s_segment_20_1865,-34.19834172689678,16.585343618115314
s_segment_20_1866,-16.072192881063188,-39.532211377495244
s_segment_20_1898,-39.78301368494794,9.674140334408763
s_segment_20_1901,-23.491208764208373,-32.228138666277694
s_segment_20_1923,-28.541294284354077,-27.09207027488175
s_segment_20_1986,-17.8118202565968,-27.70988265913614
s_segment_20_2008,-43.00547799485692,15.74395515639506
s_segment_20_2056,-42.78540193602731,10.825089187182051
s_segment_20_2109,-46.86010556551028,21.088569946504062
s_segment_20_213,-47.81999042023935,8.092839117841294
s_segment_20_216,-45.910866687513426,13.945000539591009
s_segment_20_2162,-39.70447428945323,-3.161178978897973
s_segment_20_2188,-34.984624218161386,-20.719852506697748
s_segment_20_2202,-36.55170067032746,6.12067211603576
s_segment_20_2224,-45.715274429168,20.746556528712734
s_segment_20_2231,-15.438677902552655,-18.138996298591255
s_segment_20_2233,-37.20643052135869,-8.455100940669531
s_segment_20_2234,-48.88685818676422,1.2984584280710758
s_segment_20_2270,-38.627552706292114,-3.6108559310573196
s_segment_20_2289,-34.34346288741503,6.072029728235851
s_segment_20_2297,-23.991955431530148,-35.06843651584616
s_segment_20_2347,-40.70980245528783,3.1798719033777525
s_segment_20_2350,-37.282194702779094,-7.642728853181465
s_segment_20_2357,-32.10099236593805,-22.573498547009578
s_segment_20_236,-48.07703496253299,20.97099720771922
s_segment_20_2368,-6.119999465557286,-25.454617302631913
s_segment_20_2373,-42.03472082259905,3.102800106765189
s_segment_20_2410,-41.59574487963021,26.21885061383617
s_segment_20_2418,-31.38811371963738,-18.07734072057005
s_segment_20_2422,-45.3470086031782,5.650305709685196
s_segment_20_2450,-39.12100514069617,5.380310996045721
s_segment_20_2459,-10.040282835065883,-28.296713566250837
s_segment_20_246,-25.90641556614815,-31.308521562510204
s_segment_20_2482,-38.366051348467046,52.6174008746344
s_segment_20_2492,-39.97208323146307,-4.483462340111597
s_segment_20_25,-28.536589058498176,3.2044605858267885
s_segment_20_250,-38.83039163908248,32.336920578426735
s_segment_20_2557,-16.37765843507377,-39.1872410482759
s_segment_20_2590,-7.026064892820238,-20.43302471449953
s_segment_20_2596,-11.621734878101934,-10.630367680800097
s_segment_20_2608,-43.69344382082114,0.8164254753147695
s_segment_20_2626,-27.05807081238569,10.728976232651176
s_segment_20_2681,-32.83333469284527,-15.787409304305111
s_segment_20_2715,-31.669655899703606,-24.079663389143665
s_segment_20_2732,-36.53909979527915,-14.501507657615461
s_segment_20_2743,-41.50525674187743,14.232423503322188
s_segment_20_2753,-48.394939868700064,26.03780317015484
s_segment_20_2765,-37.54631922201618,52.25218600217438
s_segment_20_2768,-41.62329837885819,-2.490047977758847
s_segment_20_2787,-38.066640274116665,-7.853897321157577
s_segment_20_2789,-23.73852663416861,-2.3762247845145157
s_segment_20_2793,-32.473190635296106,-19.76720474363371
s_segment_20_2803,-35.23289906171583,-4.39840682461748
s_segment_20_2805,-45.74772268987916,6.714618803399228
s_segment_20_2812,-44.274694406132355,-11.669982203937115
s_segment_20_2819,-41.83958705252996,-12.782342587393488
s_segment_20_2845,-20.666199049490682,-34.733394890761325
s_segment_20_2878,-26.31512473343959,-34.2857218551374
s_segment_20_2893,-12.741262584003847,-25.58288727064384
s_segment_20_2933,-18.923917744225207,-9.722625002709034
s_segment_20_294,-37.431330257208735,-14.101137691995355
s_segment_20_2974,-41.179484557558546,2.397433360548382
s_segment_20_2975,-34.34321458890751,-15.890622293265984
s_segment_20_2985,-20.736549185177857,-23.468663118718588
s_segment_20_2993,-29.78462138191167,-20.07635821739212
s_segment_20_3038,-26.515718117373996,-14.81245509550847
s_segment_20_3088,-26.5760394048352,-27.5069117974635
s_segment_20_3090,-28.246088253655607,3.58323740063312
s_segment_20_3095,-35.44752294686652,-12.349570430713445
s_segment_20_3102,-35.85078537645445,-7.319911003618712
s_segment_20_3110,-34.45799064973801,18.552518181210484
s_segment_20_3179,-39.61238811494324,6.834974192887074
s_segment_20_3183,-30.358831386756492,6.658925477895479
s_segment_20_3242,-30.75591945814737,-32.55843080926513
s_segment_20_3246,-39.13522192314634,3.538008971633561
s_segment_20_326,-14.819831721677309,4.428483802295749
s_segment_20_3270,-24.612702369593787,-22.813091609121667
s_segment_20_3293,-45.73541168579801,3.5273621521147778
s_segment_20_3311,-44.36066299619687,-0.6175449498095872
s_segment_20_3339,-39.06263695759815,1.7604216233413479
s_segment_20_3386,-27.90637378318451,-5.628569185601454
s_segment_20_3391,-24.127598477237896,25.501148777103875
s_segment_20_3395,-44.21650683666297,21.947108997906245
s_segment_20_3396,-34.31217448322831,-19.99113790194301
s_segment_20_3400,-44.52146327776687,0.06620364548727892
s_segment_20_3447,-26.15395202469033,-29.454149782711685
s_segment_20_3460,-24.710064661691966,-31.779795767358774
s_segment_20_3491,-22.153988055379283,-25.616902506504754
s_segment_20_3522,-32.055092528197946,-14.507789868800089
s_segment_20_3523,-24.36890277649171,-4.7081024247113765
s_segment_20_353,-34.461513937814466,29.107933592539673
s_segment_20_3537,-30.09342409759053,8.022081893358086
s_segment_20_3548,-32.57933267303423,-21.845140185669443
s_segment_20_3554,-28.02220529255498,-19.203827521930712
s_segment_20_3608,-31.697138916118988,-1.203159056225341
s_segment_20_3639,-43.88875486047601,36.378923877785354
s_segment_20_3643,-27.110026966042778,24.451571584909374
s_segment_20_368,-30.323072026782306,54.21058496003955
s_segment_20_3695,-10.513998188418526,-21.626259146691662
s_segment_20_37,-37.62263869956082,-7.244875846743516
s_segment_20_3707,-32.04057073688803,-5.392482713917254
s_segment_20_3739,-38.166505967782925,-17.670732553103775
s_segment_20_3787,-35.62953601128984,-19.587684056113048
s_segment_20_3789,-37.61299115528432,-18.53491579164475
s_segment_20_3790,-41.09748667573232,-3.682693329021528
s_segment_20_3798,-28.587646545917714,2.4047425344759743
s_segment_20_3799,-22.720661114093055,-36.554632897451185
s_segment_20_381,-34.15016137347537,-2.3637792445695713
s_segment_20_3810,-25.76104039604972,-10.131436917424573
s_segment_20_3828,-31.844109079224843,-29.619541482407005
s_segment_20_3871,-36.27815726241947,-8.938944926415315
s_segment_20_3893,-43.4346473477109,-0.35207846032369444
s_segment_20_39,-35.261330861132876,11.572254381283273
s_segment_20_3946,-19.229656588701214,-36.644953059173915
s_segment_20_4017,-48.24434315026919,18.50107109572904
s_segment_20_4024,-44.797861960134284,5.300099312657526
s_segment_20_4043,-41.82128398380277,6.268585222667337
s_segment_20_4057,-51.91990628285785,26.18286573796585
s_segment_20_4081,-23.211571833136748,-36.28485580692556
s_segment_20_4222,-40.45044995434174,10.658544930696978
s_segment_20_4232,-32.35497623298344,8.235485093727272
s_segment_20_4264,-39.5114829950475,-2.4891522722035986
s_segment_20_4270,-22.67226455343386,-19.525495493923867
s_segment_20_4289,-38.9947848352544,-7.8914989858197595
s_segment_20_430,-44.454576312231644,14.243823236047488
s_segment_20_4304,-30.251870470308628,-21.283635310440623
s_segment_20_4322,-42.156832629012555,6.400476497795395
s_segment_20_4349,-42.58847767158707,1.3426434979341297
s_segment_20_4364,-34.58891957561245,21.15247581492529
s_segment_20_4371,-38.63354203551241,-5.54168547211229
s_segment_20_4404,-31.0292646756001,-20.695410663501765
s_segment_20_4410,-29.060989745048172,3.136461971191419
s_segment_20_4442,-20.394254821312852,-38.06604050262159
s_segment_20_4446,-22.936659522337354,13.085618760186108
s_segment_20_4487,-27.58666604442408,-24.04942772763112
s_segment_20_4521,-37.32669522342025,25.71720455927163
s_segment_20_4529,-35.439570902408285,-1.454307443614876
s_segment_20_4562,-26.96492373789499,-24.920052982636953
s_segment_20_4627,-40.858070167036786,8.308388178666661
s_segment_20_4678,-23.514284114462626,-35.31308740341121
s_segment_20_4689,-38.1302846399701,-11.982590446174974
s_segment_20_4756,-17.31404815880677,-24.056918085502687
s_segment_20_476,-44.45367991234319,-3.0601504500738823
s_segment_20_4773,-9.749112474402537,-39.32919999268429
s_segment_20_4789,-36.73307776442759,-0.3354918887857172
s_segment_20_4813,-41.137626443587315,-16.986907275820393
s_segment_20_4828,-36.93677042720526,-19.189753636418033
s_segment_20_4830,-40.41330363641323,14.999405658934942
s_segment_20_485,-27.351521629745015,-23.276773430587134
s_segment_20_4874,-40.26207134870916,5.06491495895099
s_segment_20_4889,-36.350525613589326,-13.35376953585925
s_segment_20_489,-42.543467505166284,22.50369209257829
s_segment_20_4912,-36.85849974704411,19.123674705294764
s_segment_20_4924,-46.119886931120355,15.850925489267317
s_segment_20_493,-40.06596383981175,18.352068107914302
s_segment_20_4946,-38.53690445771482,-10.276426634024729
s_segment_20_4989,-23.24748249106955,20.71233005970165
s_segment_20_525,-43.699996322111375,-3.1189711976457994
s_segment_20_587,-45.07239192763094,-5.988897316121252
s_segment_20_596,-44.926697803096,10.866492685565857
s_segment_20_620,-34.435904528466374,-25.48434183650146
s_segment_20_641,-40.58798698397685,4.8578785408625995
s_segment_20_687,-35.28435497101513,15.57129176587563
s_segment_20_704,-36.16109190349633,-2.957633935961033
s_segment_20_714,-33.408277741956894,54.75494303098949
s_segment_20_74,-27.57575564186916,-9.366303412001384
s_segment_20_768,-45.99679340034946,22.138913378274847
s_segment_20_771,-29.45424745453205,-17.376900559996333
s_segment_20_772,-29.73319076314581,-4.506999479027624
s_segment_20_773,-19.509857880400983,-11.213272562306893
s_segment_20_777,-25.413660779152373,-19.327500284805062
s_segment_20_778,-36.165614943435166,8.837539447071405
s_segment_20_837,-39.44286975392529,10.16431098542076
s_segment_20_84,-49.37038887955935,-10.750617916453578
s_segment_20_848,-24.893588041350718,-34.431531176071346
s_segment_20_865,-26.602111800785035,-31.67837708356524
s_segment_20_873,-44.73251927866672,23.371012097847757
s_segment_20_879,-18.808395556977445,8.14056168712829
s_segment_20_880,-42.69505928233335,11.842049106104358
s_segment_20_920,-38.13154782304242,-14.401004451688234
s_segment_21_1014,-44.67622848204286,7.245281458003696
s_segment_21_1031,-42.60573922502916,-3.9506909206442313
s_segment_21_104,-38.1223542251217,-15.543986400750235
s_segment_21_1061,-17.988045576724826,-9.68978866493395
s_segment_21_1078,-20.921958491933065,6.42620715832018
s_segment_21_108,-43.119303915870084,-2.4740520636528904
s_segment_21_1081,-43.198094574253055,10.951066311888919
s_segment_21_1096,-39.24391959994276,-11.651697900529348
s_segment_21_1103,-29.011300621249596,-4.703175696434659
s_segment_21_1153,-32.7362872358198,-28.271782886932318
s_segment_21_1163,-41.794787791918594,-10.046581663817085
s_segment_21_1165,-24.91163239413299,37.73658472214866
s_segment_21_1181,-18.019621441559355,-41.09102472354095
s_segment_21_122,-17.95978560864585,-28.95966584550248
s_segment_21_1241,-53.733545724925534,3.26380810786694
s_segment_21_1267,-43.69797159419564,7.796622858498173
s_segment_21_1275,-33.955469110582676,9.569910428782457
s_segment_21_1291,-35.741103304847506,-19.842915516439483
s_segment_21_1313,-20.894390384403042,-22.45672967660426
s_segment_21_1332,-36.60335297435561,-15.268832483688978
s_segment_21_134,-38.128764176853245,-14.806727406821018
s_segment_21_1447,-25.008844850375905,-28.409722864445666
s_segment_21_1453,-35.21522424561266,-10.605437960918294
s_segment_21_1466,-44.68135690116246,-2.416132196227177
s_segment_21_1473,-34.722516765079824,-26.18584384405207
s_segment_21_1502,-29.896935105086925,3.3586289778813887
s_segment_21_1510,-31.537424451346975,-28.06363548362087
s_segment_21_1513,-35.5510446232575,-1.7771576429498543
s_segment_21_1515,-34.13350304699436,18.845110062805322
s_segment_21_1538,-45.469843795270194,48.14842576148317
s_segment_21_1541,-22.20635670550736,-35.82117354474338
s_segment_21_1565,-24.374472983972424,-19.161011062092747
s_segment_21_1567,-45.217632991135304,-2.438829346682589
s_segment_21_1587,-44.11465396948589,-12.179930621010538
s_segment_21_1594,-33.530498454188866,-22.532210133278163
s_segment_21_1630,-31.287092370993623,-24.964196619644966
s_segment_21_1631,-20.03964494377847,-27.04979649750961
s_segment_21_1632,-29.747405330090725,-19.072321273243702
s_segment_21_164,-45.614810148834884,6.024560170995975
s_segment_21_1646,-17.57934346710674,-42.17102722144114
s_segment_21_1655,-37.30204125461976,-19.461548465045674
s_segment_21_1678,-12.657541861829671,-42.97226752860247
s_segment_21_1711,-11.947839563711844,-46.6629217853771
s_segment_21_1746,-21.768280103644397,-22.227351300344754
s_segment_21_1750,-45.9771567036781,6.3931296571460114
s_segment_21_1771,-46.9970926424244,-11.268934452720188
s_segment_21_1780,-46.642554663113884,-5.380397292335977
s_segment_21_1788,-48.16068707334504,-8.446564225872716
s_segment_21_1797,-31.56767481107842,-23.69321877906246
s_segment_21_1804,-22.91643295988473,13.33600840797182
s_segment_21_1807,-36.97494697822646,-13.529840382953992
s_segment_21_1857,-32.331763454766765,3.9947257586358638
s_segment_21_1883,-43.32949937648693,-8.13509801733576
s_segment_21_1922,-39.6037171675326,-7.247838919336504
s_segment_21_2024,-43.7260844266175,29.77690248232597
s_segment_21_204,-35.867338006955315,-22.744192271179106
s_segment_21_205,-25.93547589692863,20.38077380741086
s_segment_21_2071,-40.430471630213795,-6.460068619856767
s_segment_21_2078,-26.682155752773063,4.042221485533062
s_segment_21_2089,-44.36178738534118,-9.356359522113477
s_segment_21_2091,-38.930374576208095,50.78699144673546
s_segment_21_2166,-31.10427401602661,24.630269718105144
s_segment_21_2169,-26.76311095829343,-18.121575742959152
s_segment_21_2194,-40.878168326755265,43.58096460558169
s_segment_21_2197,-27.461316591445566,-30.325462474564425
s_segment_21_221,-47.831069084470464,16.8519363406434
s_segment_21_2273,-37.142239564366065,-7.279810958606519
s_segment_21_2287,-43.10062094742373,-10.668737646363907
s_segment_21_2289,-43.479221351487695,23.341113821358558
s_segment_21_2324,-21.632759046015277,4.558044392163794
s_segment_21_2362,-29.422572383361835,-24.593948820722183
s_segment_21_2363,-37.10289142236853,-5.962373183002986
s_segment_21_2366,-46.034112769656105,46.18079954552856
s_segment_21_2367,-41.75054486797837,-8.893803115529915
s_segment_21_2373,-41.86481024857344,43.48521402179028
s_segment_21_2381,-41.58229267759708,-11.428228664312519
s_segment_21_2398,-33.7666017007082,-24.68146108094282
s_segment_21_243,-44.966637430302534,12.671392162482418
s_segment_21_2435,-41.28200989476247,-15.538569994951512
s_segment_21_2447,-42.00781197130621,2.204276657556955
s_segment_21_2469,-37.89712261220209,-16.097425156588013
s_segment_21_2471,-48.207823908628114,1.073986030976928
s_segment_21_2482,-40.63793795464438,8.860293795058594
s_segment_21_2506,-33.943263588412655,-17.19685011783509
s_segment_21_2511,-50.04489366663433,22.953024791818358
s_segment_21_2512,-21.946817531499804,-22.680799352441156
s_segment_21_2533,-43.87228052314269,48.22976828949774
s_segment_21_2580,-31.394513250966643,51.153388429645126
s_segment_21_2592,-36.56314984258721,-19.880154619002454
s_segment_21_2632,-16.760928476002345,-16.496378118491066
s_segment_21_2649,-47.60781819142248,19.277040926072132
s_segment_21_2659,-39.82840232560842,1.6196316763058762
s_segment_21_2667,-41.36819707588184,10.988715953075596
s_segment_21_2739,-44.85474790459682,2.3690896300282733
s_segment_21_2741,-16.397279401613865,-34.60774254916505
s_segment_21_2761,-33.284776999660764,-27.209290767744108
s_segment_21_2767,-39.19051435149418,3.673297062492879
s_segment_21_2790,-21.3976601786596,-30.82048875179368
s_segment_21_2795,-31.442868635037392,-21.372253275284578
s_segment_21_2799,-42.655512159168545,-2.3807831134479662
s_segment_21_2812,-25.068534398191712,10.235384178607875
s_segment_21_2839,-29.508040342975505,-20.62216115468886
s_segment_21_2848,-18.189937646105072,-4.329412453027231
s_segment_21_2869,-28.813616592713153,-34.81359192220319
s_segment_21_2908,-36.1468029213467,-22.481802512135218
s_segment_21_2923,-44.97238963875148,-12.865195212161337
s_segment_21_293,-28.8597107145405,-28.013113738151823
s_segment_21_2931,-21.13423691847717,-38.88725269115937
s_segment_21_2935,-42.231545161799204,-2.665465986649925
s_segment_21_2959,-13.615974526305191,-36.86025282218222
s_segment_21_2970,-25.410548634101993,-19.86543067804445
s_segment_21_2978,-31.1709906803099,-14.272979291497766
s_segment_21_2988,-25.117881599843482,-26.876943837670705
s_segment_21_3019,-24.855830201564633,-25.93929851938842
s_segment_21_3029,-36.423593130026866,-17.590957574192494
s_segment_21_3039,-30.55897318509457,9.97161446849132
s_segment_21_3065,-36.32085072308639,-16.403945479667453
s_segment_21_3075,-45.519433885531505,9.52682127261989
s_segment_21_3099,-28.601496052240005,-28.379080413514057
s_segment_21_3105,-25.604043048174542,-29.128535757937218
s_segment_21_3117,-38.191778206021255,-2.021446987812207
s_segment_21_3153,-44.02439210794418,-6.371806367337614
s_segment_21_3157,-33.35447552761604,-16.489886176832577
s_segment_21_3192,-33.216583380091194,-5.566673451738906
s_segment_21_3200,-34.00177829700222,48.61859126813361
s_segment_21_3211,-23.23323675048421,1.072681973621306
s_segment_21_3222,-38.63692124860234,44.79972931633997
s_segment_21_3283,-47.51428733801469,4.751898942792851
s_segment_21_3289,-40.77997265542447,8.779139500815534
s_segment_21_3295,-21.425994380330682,-5.306083645291249
s_segment_21_3301,-42.485854754853555,34.98417306483521
s_segment_21_331,-32.694814681600334,-23.687911447569793
s_segment_21_3318,-21.676893666717035,-28.893022456539043
s_segment_21_3346,-40.36678498365523,6.160257608423596
s_segment_21_3349,-36.0457951424999,-13.643130397050813
s_segment_21_3362,-27.03296879300015,-3.805979235198177
s_segment_21_3366,-31.657457376324817,-13.355298409772269
s_segment_21_3371,-39.77401065722244,3.559486883295165
s_segment_21_3385,-32.6604033830736,-20.496479401141055
s_segment_21_342,-36.28472440694148,-10.143010448308639
s_segment_21_346,-43.51541320054468,7.318437054118823
s_segment_21_3485,-32.930366029430864,-11.604529727445323
s_segment_21_3487,-31.6772232325966,-1.878397167933878
s_segment_21_3513,-35.85729632890584,0.3058130652327571
s_segment_21_3531,-41.604497010876,-11.99752728708382
s_segment_21_3534,-45.13681011295825,4.684086750225823
s_segment_21_3555,-31.07148037437393,24.911918930029035
s_segment_21_3558,-37.53694993760321,8.013468981978852
s_segment_21_3578,-34.96032892754876,-20.195735658193048
s_segment_21_3596,-51.66300505893726,6.488455938171102
s_segment_21_36,-22.4639661617746,-24.38598346043358
s_segment_21_3600,-32.514467764088636,-28.68353828948705
s_segment_21_3622,-33.60821573161514,29.934200265397482
s_segment_21_3625,-19.639226823583485,-36.27868943571722
s_segment_21_3643,-40.13867249736197,49.38595075962311
s_segment_21_3682,-27.473849688177236,-3.8990058512086336
s_segment_21_3712,-28.55444929740209,-31.759348791152675
s_segment_21_3718,-36.73134016164638,-22.363067793877317
s_segment_21_3765,-45.96654295140641,-3.207121350177695
s_segment_21_378,-41.95765507518369,-11.587776317003314
s_segment_21_3793,-36.43275095247796,46.295253729728124
s_segment_21_3797,-43.49471919896865,-6.414315967353975
s_segment_21_3823,-13.776795199059345,-36.724208400220405
s_segment_21_3827,-23.295983101279408,-1.6821629414737107
s_segment_21_3841,-14.412548918364955,-15.993411997318939
s_segment_21_3861,-44.40710541948774,13.31281686237014
s_segment_21_3873,-38.599160592943086,-16.438407296496912
s_segment_21_3874,-23.98271385968934,-33.66485553172532
s_segment_21_3880,-40.42883162992707,-24.97217698520943
s_segment_21_3885,-18.237486032396948,-36.74497352391291
s_segment_21_397,-11.958617434983209,-44.957911091558614
s_segment_21_4052,-11.780607050162256,-38.9283588536437
s_segment_21_4122,-39.39811425378918,-5.062199624661059
s_segment_21_4149,-43.9167130873338,24.13507817427664
s_segment_21_4153,-36.38087289656165,50.678924753829286
s_segment_21_4198,-40.04516872878015,-21.47145221910784
s_segment_21_4206,-38.68065085969512,-1.0855902227978091
s_segment_21_4227,-33.3880768191112,-6.977075562949966
s_segment_21_426,-39.26738398245676,51.33868650649899
s_segment_21_4272,-37.22228177494624,0.6138648211173825
s_segment_21_4275,-21.88298778204846,-16.477997628980066
s_segment_21_4278,-35.5831230056243,-26.760538751659332
s_segment_21_4332,-38.26352732031123,-19.793215418305934
s_segment_21_4342,-20.059380162914536,4.305948495496973
s_segment_21_4352,-28.618854703896027,51.80758673687888
s_segment_21_4375,-45.562703318972574,11.04925988140421
s_segment_21_4389,-37.29041409300292,-6.648066202358453
s_segment_21_4415,-48.18298245073775,21.671283469951156
s_segment_21_4420,-48.61493587620425,2.63954689576846
s_segment_21_445,-33.922562905323026,23.496868729599754
s_segment_21_4450,-19.542524793997114,1.391134226919326
s_segment_21_4484,-13.369206738873084,-42.48925491787403
s_segment_21_4494,-31.689052976099298,7.410549129932471
s_segment_21_4534,-33.878307990385,-16.065319882100987
s_segment_21_4542,-26.993487617181533,-30.291684221337842
s_segment_21_4547,-16.671386627527934,-36.03595751807455
s_segment_21_457,-23.478980071540487,-35.448936046219174
s_segment_21_4582,-34.62959645883711,-5.281154265345313
s_segment_21_4624,-47.39356742254633,20.865303722716146
s_segment_21_4635,-30.577951717890045,10.783373208516828
s_segment_21_4637,-36.630560542823716,-11.06677331731369
s_segment_21_4643,-34.93889088368875,-19.064011023283264
s_segment_21_4674,-21.477636761647183,-6.329660909914878
s_segment_21_4701,-37.76948768594932,52.83858594695312
s_segment_21_4772,-38.91199735503038,1.7139126077268778
s_segment_21_4779,-34.23642232728406,-14.874536849372795
s_segment_21_478,-19.71873278039471,-28.072584343241676
s_segment_21_4789,-15.857223721915359,-9.301866642301905
s_segment_21_4809,-46.317781476869506,-5.407686947451342
s_segment_21_4815,-30.937615347821396,-22.46868352483107
s_segment_21_4827,-45.08140267227925,39.477542181390305
s_segment_21_4828,-38.30964453557886,-19.423979831638775
s_segment_21_4850,-41.2840226953607,7.620375814445635
s_segment_21_4858,-44.10710653882373,-13.734345772439648
s_segment_21_4905,-38.834621109458375,-14.948362048675255
s_segment_21_4910,-40.01398619379212,50.03116606345202
s_segment_21_4989,-48.52441159138941,15.058393858781615
s_segment_21_4998,-36.071686408985286,-17.138784849795606
s_segment_21_51,-40.78410442712711,45.749736854461396
s_segment_21_554,-42.46596251895244,18.64605866159363
s_segment_21_60,-5.271213370819056,-44.70330536336598
s_segment_21_672,-48.819011995571955,11.817315041155029
s_segment_21_705,-30.045906044674695,-27.057821283140402
s_segment_21_723,-21.467294928033805,-3.9039565630049657
s_segment_21_744,-48.84604105639916,6.140169749613963
s_segment_21_774,-32.324841122854565,23.956188215206577
s_segment_21_775,-37.453079405404104,37.319382312692206
s_segment_21_778,-30.892948924896,-22.18710442188103
s_segment_21_78,-24.923991794977443,-27.050729639400362
s_segment_21_780,-37.57914042822396,-4.846722875592556
s_segment_21_828,-25.138145795179735,-32.96263623877067
s_segment_21_832,-41.14994074986713,-4.628885890627854
s_segment_21_866,-38.26030180911165,33.49013270361156
s_segment_21_881,-23.84419315576702,-29.351432180699433
s_segment_21_915,-32.47188751290247,-0.6991530129192483
s_segment_21_933,-26.89699606410494,-6.792231213585617
s_segment_21_937,-20.216571923648377,-17.056468950070265
s_segment_21_952,-33.87522238932882,1.656670389884109
s_segment_21_953,-12.945506356150393,-33.46735103190432
s_segment_21_964,-28.30498294314938,17.421692931268662
s_segment_21_970,-22.8203642347017,4.011117481884468
s_segment_21_972,-38.532772405701714,9.025745635802899
s_segment_21_973,-25.748545049773195,6.133184086942835
s_segment_21_976,-27.89269452888156,-9.28423549995258
s_segment_22_1004,-46.13150281963377,-6.288174715653293
s_segment_22_1049,-36.399591708768426,30.09463135008729
s_segment_22_1060,-28.765710031037283,-31.97318783906925
s_segment_22_1081,-34.99612074769901,-12.663211113331453
s_segment_22_1082,-37.87917993844546,7.370266305758931
s_segment_22_1096,-33.66505503355317,45.95861459903479
s_segment_22_113,-30.852687639058093,6.229829792621934
s_segment_22_1138,-41.84895262043579,12.968837124169136
s_segment_22_1140,-7.328298390653108,-36.335970089800334
s_segment_22_1161,-26.00980269971827,5.179245046058563
s_segment_22_1193,-31.41804231512096,-4.380488521663569
s_segment_22_120,-45.39744992740247,25.520787898105805
s_segment_22_1217,-42.513194036338945,-6.103843235533529
s_segment_22_1264,-19.532354025591065,-38.45441167572843
s_segment_22_127,-46.35796079774647,6.632548134709197
