"","T Cells","NK","Macrophages","B Cells","Endothelial Cells","Cancer Cells","Fibroblasts"
"TCGA.BQ.7044.01A",0,0,0.177938098828591,0,0.347945903594711,0.474115997576698,0
"TCGA.SX.A7SR.01A",0,0,0.132300852723823,0,0.529472141697314,0.338227005578862,0
"TCGA.MH.A854.01A",0,0,0.023888342692546,0,0.508449454344342,0.467662202963112,0
"TCGA.B3.8121.01A",0,0,0.408302589136862,0,0.467643410913601,0.0896200260930331,0.0344339738565034
"TCGA.2Z.A9JJ.01A",0,0,0.0815566651371138,0,0.580086179568569,0.121055029960761,0.217302125333556
"TCGA.B1.7332.01A",0,0,0.281463242645432,0,0.511122471266086,0.207414286088481,0
"TCGA.WN.A9G9.01A",0,0.321943856874749,0.439324503592817,0,0.190934463128176,0.0477971764042573,0
"TCGA.A4.8310.01A",0,0,0.104844946360825,0,0.484131728348529,0.411023325290646,0
"TCGA.2Z.A9JT.01A",0,0,0.36667673548587,0,0.204986195882112,0.428337068632018,0
"TCGA.5P.A9K2.01A",0,0,0.137362921173745,0,0.426260101703219,0.436307987844753,6.89892782829629e-05
"TCGA.4A.A93W.01A",0,0,0.0263781028436054,0,0.558719772942778,0.414902124213617,0
"TCGA.DW.7837.01A",0,0,0.134654089682847,0,0.510553996351821,0.354791913965332,0
"TCGA.A4.A5DU.01A",0,0,0.00303593222878717,0,0.477419120092542,0.519544947678671,0
"TCGA.2Z.A9JI.01A",0,0,0.221515249482779,0,0.459290299414941,0.31919445110228,0
"TCGA.BQ.7050.01A",0,0,0.109100533908204,0,0.55883744005861,0.332062026033186,0
"TCGA.BQ.5894.01A",0,0,0.112037748970448,0,0.566723581414644,0.149365430523767,0.171873239091141
"TCGA.BQ.5879.01A",0,0,0.0830940288568491,0,0.654276808771578,0.187531804368091,0.075097358003482
"TCGA.AL.3472.01A",0,0,0,0,0.541847884636578,0.458152115363422,0
"TCGA.MH.A560.01A",0,0,0.0781054370816844,0,0.486118386669251,0.435776176249065,0
"TCGA.BQ.5891.01A",0,0,0.138982712031599,0,0.529598629920605,0.331418658047797,0
"TCGA.B9.A5W7.01A",0,0,0.157491906057193,0,0.516566559435087,0.32594153450772,0
"TCGA.UZ.A9PR.01A",0,0,0.0703777516622792,0,0.496683537176402,0.432938711161319,0
"TCGA.B9.A69E.01A",0,0,0.221177713663202,0,0.561589875941103,0.217232410395696,0
"TCGA.B3.4104.01A",0,0,0,0,0.574693233266447,0.425306766733553,0
"TCGA.SX.A71R.01A",0,0,0,0,0.503007305842629,0.496992694157371,0
"TCGA.MH.A55Z.01A",0,0,0.0283038803698261,0,0.50847666060415,0.463219459026024,0
"TCGA.UZ.A9PO.01A",0,0,0.304997448705895,0,0.361198639756558,0.333803911537547,0
"TCGA.G7.7501.01A",0,0,0.17475101656389,0,0.429083992036937,0.396164991399173,0
"TCGA.DW.7836.01A",0,0,0,0,0.745307683156003,0.254692316843997,0
"TCGA.HE.A5NI.01A",0,0,0.210441231629105,0,0.397323849286684,0.392234919084211,0
"TCGA.G7.A8LE.01A",0,0,0,0,0.777016204424861,0.189195000317514,0.0337887952576254
"TCGA.Y8.A895.01A",0,0,0.0220574009571973,0,0.517752077748678,0.460190521294124,0
"TCGA.UZ.A9PQ.01A",0,0,0,0,0.482505022581529,0.517494977418471,0
"TCGA.BQ.5884.01A",0,0,0.401952989250213,0,0.552475818190177,0.0455711925596096,0
"TCGA.BQ.5893.01A",0,0,0.0285424484443772,0,0.535959079036896,0.400082989182098,0.035415483336629
"TCGA.UZ.A9PV.01A",0,0,0,0,0.545512616847004,0.454487383152996,0
"TCGA.B9.4113.01A",0,0,0.220844094008559,0,0.470531192401147,0.308624713590294,0
