"","T Cells","NK","Macrophages","B Cells","Endothelial Cells","Cancer Cells","Fibroblasts"
"TCGA.C5.A7UI.01A",0,0.403991095568375,0.0808481629611418,0,0.219580987821825,0.295579753648658,0
"TCGA.C5.A902.01A",0,0.302255838564549,0.0535082499818093,0,0.252324901331602,0.391911010122039,0
"TCGA.DS.A1OB.01A",0,0,0.103716518107435,0,0.373425178518488,0.522858303374077,0
"TCGA.Q1.A6DW.01A",0,0.00276310455238864,0,0,0.632208301446708,0.365028594000903,0
"TCGA.EK.A2R7.01A",0,0.0221614943713933,0.0563895968000565,0,0.316899938336857,0.604548970491693,0
"TCGA.C5.A7X8.01A",0,0,0,0,0.507802444171938,0.244610331923155,0.247587223904908
"TCGA.Q1.A5R3.01A",0,0,0,0,0.234096106478506,0.742085503440763,0.0238183900807311
"TCGA.C5.A7X5.01A",0,0,0,0,0.431878799195467,0.47773663964164,0.0903845611628929
"TCGA.ZJ.A8QR.01A",0,0.00201024588689369,0,0,0.480684298461703,0.517305455651403,0
"TCGA.HM.A3JK.01A",0,0,0.00777046208214168,0,0.232896758121883,0.0882423221961316,0.671090457599844
"TCGA.EA.A556.01A",0,0,0,0,0.294212872327336,0.58070706165514,0.125080066017524
"TCGA.VS.A9V4.01A",0,0,0,0,0.379377266149485,0.620622733850515,0
"TCGA.IR.A3L7.01A",0,0,0,0,0.492372487887721,0.507627512112279,0
"TCGA.EK.A2RL.01A",0,0,0,0,0.312279328853386,0.684164303165872,0.00355636798074154
"TCGA.VS.A94X.01A",0,0.0047853288219648,0.0473242161054153,0,0.420065115113054,0.527825339959566,0
"TCGA.VS.A9V3.01A",0,0.00401702971125072,0.148457404329302,0,0.49713955209654,0.350386013862907,0
"TCGA.EK.A2RO.01A",0,0,0,0,0.312387463647881,0.304863639400576,0.382748896951543
"TCGA.JW.A5VJ.01A",0,0,0.00320942536923095,0,0.384924434450973,0.611866140179796,0
"TCGA.MA.AA42.01A",0,0.263225105338341,0.430831990330988,0,0.14161625410194,0.164326650228732,0
"TCGA.C5.A1MK.01A",0,0,0.0208481840760445,0,0.383761590317503,0.187319395076449,0.408070830530003
"TCGA.UC.A7PG.01A",0,0,0,0,0.463808158002724,0.443273403698447,0.092918438298829
"TCGA.VS.A9UH.01A",0,0.00489018364170431,0.382909607815298,0,0.383985016428876,0.0950239149912913,0.13319127712283
"TCGA.4J.AA1J.01A",0,0,0,0,0.559212187516034,0.238419915118623,0.202367897365343
"TCGA.C5.A1ME.01A",0,0,0.0284018369449657,0,0.249586828374527,0.709046211539971,0.0129651231405367
"TCGA.C5.A8YR.01A",0,0,0.274948127730209,0,0.449111600738981,0.275940271530811,0
"TCGA.EA.A5FO.01A",0,0,0,0,0.445487689287438,0.554512310712562,0
"TCGA.MA.AA3Z.01A",0,0.176750577027945,0.112417624474315,0,0.280372394498074,0.430459403999666,0
"TCGA.C5.A8XJ.01A",0,0,0.000638887367408389,0,0.695030662164479,0.226241544447334,0.0780889060207789
"TCGA.R2.A69V.01A",0,0.281420547772931,0.404693724956633,0,0.152970062452702,0.15668684523983,0.00422881957790326
"TCGA.C5.A1BM.01A",0,0.00490559486568041,0.447675597178674,0,0.292558929513016,0.254859878442629,0
"TCGA.ZJ.AAXD.01A",0,0,0,0,0.597210622326272,0.265666231907246,0.137123145766482
"TCGA.HM.A4S6.01A",0,0.00431737856878041,0.214153750104359,0,0.410368629037614,0.301622512500098,0.0695377297891484
